key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Team ninja,1,"JUVENILE NONFICTION,Chapter Books,Picture books,LEGO toys,Juvenile fiction,Fiction,Weapons,LEGO Ninjago,Reader,Ninjutsu,Ninja,Media Tie-In,Children's fiction,Adventure and adventurers, fiction,Toys, fiction,Accessible book,Protected DAISY",Catherine Saunders
/subjects/picture_books,picture books,subject,Clifford's Funny Adventures,1,"Photographs,Animals,Picture books,Infancy,Juvenile fiction,Fiction,Growth,Clifford (Fictitious character : Bridwell),Dogs,Accessible book,Protected DAISY",Norman Bridwell
/subjects/picture_books,picture books,subject,"Yikes, Ticklysaurus!",1,"Dinosaurs,Juvenile fiction,Tickling,Children's fiction,Stories in rhyme,Picture books,Accessible book,Protected DAISY",Pamela Butchart
/subjects/picture_books,picture books,subject,The spring rabbit,1,"Seasons,Juvenile fiction,Rabbits,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Joyce Dunbar
/subjects/picture_books,picture books,subject,Sarah & Duck visit the doctor,1,"Physicians,Sick children,Duck (Fictitious character : Harris),Sarah (Fictitious character : Harris),Juvenile fiction,Ducks,Children's stories,Human-animal relationships,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",Sarah Gomes Harris
/subjects/picture_books,picture books,subject,James the splendid red engine,1,"Juvenile fiction,Children's fiction,Thomas, the tank engine (fictitious character), fiction,Stories in rhyme,Toy and movable books,Picture books,Accessible book,Protected DAISY",W. Awdry
/subjects/picture_books,picture books,subject,The first slodge,1,"Sharing,Friendship,Children's picture books,Creation,Children's fiction,Picture books,Accessible book,Protected DAISY",Jeanne Willis
/subjects/picture_books,picture books,subject,The wolf who cried boy!,1,"Boys,Juvenile fiction,Children's fiction,Picture books,Wolves, fiction,Accessible book,Protected DAISY",James O'Neill
/subjects/picture_books,picture books,subject,Very Little Sleeping Beauty,1,"Juvenile fiction,Sleeping Beauty (Tale),Princesses,Children's fiction,Picture books,Accessible book,Protected DAISY",Teresa Heapy
/subjects/picture_books,picture books,subject,Rumpelstiltskin,1,"Fairy tales,Folklore,Children's fiction,Picture books,Accessible book,Protected DAISY","Alperin, Mara"
/subjects/picture_books,picture books,subject,Ten little superheroes,1,"Superheroes,Children's stories,Juvenile fiction,Counting,Supervillains,Pictorial works,Children's fiction,Counting books,Stories in rhyme,Picture books,Accessible book,Protected DAISY",Michael Brownlow
/subjects/picture_books,picture books,subject,Snow White and Rose Red,1,"Children's fiction,Picture books,Accessible book,Protected DAISY",Vera Southgate
/subjects/picture_books,picture books,subject,The crocodile under the bed,1,"Imagination,Jungle animals,Pictorial worksJuvenile fiction,Picture books,Parties,Juvenile fiction,Pictorial works,Children's fiction,Crocodiles, fiction,Imagination, fiction,Animals, fiction,Parties, fiction,Accessible book,Protected DAISY",Judith Kerr
/subjects/picture_books,picture books,subject,Sarah & Duck have a quiet birthday,1,"Birthday parties,Introverts,Juvenile fiction,Birthdays,Friendship,Pictorial works,Ducks,Children's fiction,Ducks, fiction,Picture books,Accessible book,Protected DAISY",Sarah Gomes Harris
/subjects/picture_books,picture books,subject,D is for duck! (and) David Melling,1,"Alphabet,Juvenile fiction,English language,Ducks,Alphabet books,Children's stories,Magic tricks,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",David Melling
/subjects/picture_books,picture books,subject,Say Hello to the Baby Animals! Board Book,1,"Children's fiction,Animals, infancy, fiction,Picture books","Ian Whybrow, Ed Eaves"
/subjects/picture_books,picture books,subject,The pirate's curse,1,"Pirates,Action & Adventure,Juvenile fiction,Lift-the-flap books,Fiction,Knights and knighthood,Vocational interests,Sir Stinky Socks, Charlie (Fictitious character),Specimens,JUVENILE FICTION,Pictorial works,Children's fiction,Picture books,Adventure and adventurers, fiction,Accessible book,Protected DAISY",Kristina Stephenson
/subjects/picture_books,picture books,subject,Rusty's train ride,1,"Juvenile fiction,Dogs,Readers (Primary),Steam locomotives,Children's fiction,Picture books,Accessible book,Protected DAISY",Susanna Davidson
/subjects/picture_books,picture books,subject,What happens in summer?,1,"Summer,Juvenile literature,Picture books,Pictorial works,Seasons,Accessible book,Protected DAISY",Alex Appleby
/subjects/picture_books,picture books,subject,Wallace the brave,1,"Children's fiction,Cartoons and comics,Picture books",Will Henry
/subjects/picture_books,picture books,subject,Early Starters My Day,1,"Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books,Pictorial works,Juvenile literature,Board books,Specimens,Pictorial worksJuvenile literature,Accessible book,Protected DAISY",Rod Campbell
/subjects/picture_books,picture books,subject,Elmer and the whales,1,"Juvenile fiction,Pictorial works,Children's fiction,Elmer (fictitious character : mckee), fiction,Picture books,Accessible book,Protected DAISY","McKee, David."
/subjects/picture_books,picture books,subject,My First London Bus Cloth Book,1,"London (england),London (england), juvenile literature,Picture books",Marion Billet
/subjects/picture_books,picture books,subject,Alien's crazy Christmas,1,"Extraterrestrial beings,Stories in rhyme,Juvenile fiction,Christmas stories,Children's fiction,Christmas, fiction,Picture books,Accessible book,Protected DAISY",Amy Sparkes
/subjects/picture_books,picture books,subject,Tickly Christmas Wibbly Pig!,1,"Juvenile fiction,Pigs,Picture books,Wibbly Pig (Fictitious character),Pigs, fiction,Children's fiction,Christmas, fiction,Accessible book,Protected DAISY",Mick Inkpen
/subjects/picture_books,picture books,subject,Monster stars,1,"Juvenile fiction,Readers (Elementary),Monsters,Children's stories, English,Children's fiction,Readers,Picture books,Accessible book,Protected DAISY",Catherine Baker
/subjects/picture_books,picture books,subject,Llamas in pyjamas and other tales,1,"Children's fiction,Readers,Stories in rhyme,Picture books","Russell Punter, Lesley Sims, David Semple"
/subjects/picture_books,picture books,subject,On the Farm,1,"Picture books,Picture books for children,Primers,Readers (primary),Domestic animals,Domestic animals, juvenile literature",Mandy Stanley
/subjects/picture_books,picture books,subject,Stanley's shapes,1,"Shapes,Juvenile literature,Board books,Pictorial works,Size and shape, fiction,Children's fiction,Picture books,Toy and movable books,Accessible book,Protected DAISY",William Bee
/subjects/picture_books,picture books,subject,The peddler's bed,1,"Beds,Peddlers,Juvenile fiction,Kindness,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Lauri Fortino
/subjects/picture_books,picture books,subject,Incy wincy spider,1,"English Nursery rhymes,Early Years,Picture Books,Accessible book,Protected DAISY",
/subjects/picture_books,picture books,subject,Ready steady Mo!,1,"Stories in rhyme,Juvenile fiction,Humorous stories,Running,Children's fiction,Picture books,Accessible book,Protected DAISY",Mo Farah
/subjects/picture_books,picture books,subject,My alien and me,1,"Space ships,Human-alien encounters,Life on other planets,Extraterrestrial beings,Juvenile fiction,Friendship,Fiction,Children's fiction,Adventure and adventurers, fiction,Picture books,Accessible book,Protected DAISY",Smriti Prasadam-Halls
/subjects/picture_books,picture books,subject,That Christmas feeling,1,"Picture books,Grandparent and child,Juvenile fiction,Children's stories,Christmas,Pictorial works,Children's fiction,Family life, fiction,Christmas, fiction,Accessible book,Protected DAISY",Lili Wilkinson
/subjects/picture_books,picture books,subject,Potion commotion,1,"Juvenile fiction,Magic,Witches,Children's fiction,Picture books,Witches, fiction,Magic, fiction,Accessible book,Protected DAISY",Peter Bently
/subjects/picture_books,picture books,subject,Kipper's first match,1,"Juvenile fiction,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",Roderick Hunt
/subjects/picture_books,picture books,subject,My ABC book,1,"JUVENILE NONFICTION / Concepts / Alphabet,Picture books,Alphabet,Juvenile literature,English language,Pictorial works,Alphabet books,English language, alphabet, juvenile literature,Accessible book,Protected DAISY",Art Seiden
/subjects/picture_books,picture books,subject,Moby Dick,1,"Children's fiction,Marine animals, fiction,Wales, fiction,Captain Ahab (Fictitious character),Whaling,Captain Ahab (Fictional character),Whales,Juvenile fiction,Fiction,Stories in rhyme,Sea stories,Picture books for children,Picture books,Accessible book,Protected DAISY","Eric A. Kimmel, Andrew Glass"
/subjects/picture_books,picture books,subject,Pip the Little Penguin,1,"Children's fiction,Picture books,Penguins, fiction",Roger Priddy
/subjects/picture_books,picture books,subject,Colours,1,"Colors,Juvenile literature,Hugless Douglas (Fictitious character),Pictorial works,Board books,Color,Color, juvenile literature,Picture books,Accessible book,Protected DAISY",David Melling
/subjects/picture_books,picture books,subject,Super team,1,"Juvenile fiction,Cooperativeness,Superheroes,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Maggie Testa
/subjects/picture_books,picture books,subject,You Made Me a Mother,1,"Children's fiction,Mothers, fiction,Mother and child, fiction,Picture books","Laurenne Sala, Robin Preiss Glasser"
/subjects/picture_books,picture books,subject,Dinosaurs,1,"Dinosaurs,Juvenile literature,Pictorial works,Dinosaurs, juvenile literature,Picture books,Accessible book,Protected DAISY",Emily Bone
/subjects/picture_books,picture books,subject,Goodnight Peppa,1,"Juvenile fiction,Pictorial works,Children's stories,Peppa Pig (Fictitious character),Children's fiction,Pigs, fiction,Picture books,Accessible book,Protected DAISY",Lauren Holowaty
/subjects/picture_books,picture books,subject,Snow day,1,"Juvenile fiction,Snow,Children's stories,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY","Curtis, Richard"
/subjects/picture_books,picture books,subject,Astronauts,1,"Juvenile fiction,Astronauts,Readers (Primary),Astronauts, juvenile literature,Picture books,Readers,Accessible book,Protected DAISY",Catherine Baker
/subjects/picture_books,picture books,subject,Thumbelina,1,"Toads,Animals,Princes,Juvenile fiction,Girls,Size,Children's fiction,Readers,Picture books,Accessible book,Protected DAISY",Valentina Belloni
/subjects/picture_books,picture books,subject,Small's birthday treat,1,"Juvenile fiction,Clangers (Fictitious characters),Children's stories,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",Daniel Postgate
/subjects/picture_books,picture books,subject,The goodnight star,1,"Children's stories,Stars,Night,Juvenile fiction,Fear,Pictorial works,Children's fiction,Picture books,Accessible book,Protected DAISY",Amy Sparkes
/subjects/picture_books,picture books,subject,Lucy Cousins Treasury of Nursery Rhymes,1,"Nursery rhymes,Children's poetry,Picture books",Lucy Cousins
/subjects/picture_books,picture books,subject,Animal Atlas,1,"Animals,Animals, juvenile literature,Picture books,Juvenile literature,Pictorial works,Pictorial worksJuvenile literature,Accessible book,Protected DAISY","Anna Claybourne, Saskia Gwinn, Christina Wald"
/subjects/picture_books,picture books,subject,Look Closer : Into the Arctic,1,"Children's fiction,Arctic regions, fiction,Animals, fiction,Picture books",Roger Priddy
/subjects/picture_books,picture books,subject,Spaghetti with the Yeti,1,"Pasta products,Juvenile fiction,Yeti,Spaghetti,Fiction,Children's fiction,Stories in rhyme,Picture books,Accessible book,Protected DAISY",Adam Guillain
/subjects/picture_books,picture books,subject,We're not scared!,1,"Fear,Picture books,Juvenile fiction,Beans (Fictitious character : Inkpen),Zoe (Fictitious character : Inkpen),Pictorial works,Children's fiction,Accessible book,Protected DAISY",Chloë Inkpen
/subjects/picture_books,picture books,subject,Where's Horrid Henry?,1,"Puzzles,Juvenile literature,Juvenile fiction,Picture books for children,Puzzles, juvenile literature,Picture books,Accessible book,Protected DAISY",Francesca Simon
/subjects/picture_books,picture books,subject,How many legs?,1,"Juvenile fiction,Counting,Animals,Leg,Parties,Children's fiction,Stories in rhyme,Picture books,Accessible book,Protected DAISY",Kes Gray. Jim Field
/subjects/picture_books,picture books,subject,"The ghosts who danced, and other spooky stories from around the world",1,"Ghost stories,Picture books,Folklore,Tales,Juvenile literature,Ghosts,Children's fiction,Ghosts, fiction,Horror stories,Accessible book,Protected DAISY",Saviour Pirotta
/subjects/picture_books,picture books,subject,I'm bigger than you!,1,"Juvenile fiction,Juvenile works,Brothers and sisters,Amusement parks,Sibling rivalry,Mice,Children's fiction,Picture books,Accessible book,Protected DAISY",Lucy Barnard
/subjects/picture_books,picture books,subject,The bravest fox,1,"Juvenile fiction,Readers (Elementary),Foxes,Children's fiction,Readers,Picture books,Accessible book,Protected DAISY",Ronne Randall
/subjects/picture_books,picture books,subject,My Carry-Along Sound Book,1,"Domestic animals,Domestic animals, juvenile literature,Toy and movable books,Picture books,Sound effects books,Specimens,Board books",Roger Priddy
/subjects/picture_books,picture books,subject,Super Happy Magic Forest: Slug of Doom,1,"Magic,Heroes,Slugs (Mollusks),Quests (Expeditions),Juvenile fiction,Children's fiction,Picture books",Matty Long
/subjects/picture_books,picture books,subject,Sports Day,1,"School sports,Juvenile fiction,Sports,Fiction,Picture books,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Juvenile works,Children's stories,Accessible book,Protected DAISY",Nick Butterworth . Mick Inkpen
/subjects/picture_books,picture books,subject,Night Creatures,1,"Juvenile fiction,Nocturnal animals,Swine,Garden animals,Children's fiction,Pigs, fiction,Animals, fiction,Picture books,Accessible book,Protected DAISY",Rebecca Gerlings
/subjects/picture_books,picture books,subject,Vehicles Hide and Sneak,1,"Transportation,Picture puzzles,Specimens,Vehicles,Juvenile literature,Board books,Pictorial works,Vehicles, juvenile literature,Picture books,Toy and movable books,Accessible book,Protected DAISY",Bastien Contraire
/subjects/picture_books,picture books,subject,Beach is to fun,1,"English language,Fiction,Stories in rhyme,Analogy,Beaches,Juvenile fiction,Flight,Picture books,Mice,Accessible book,Protected DAISY",Pat Brisson
/subjects/picture_books,picture books,subject,Junk Man's Daughter (Tales of Young Americans),1,"Resourcefulness in girls,Families,Poor families,Juvenile fiction,Immigrants,Girls,Family life,Fiction,Poverty,Family relationships,Father and daughter,Family businesses,Solid waste,Twentieth century,Picture books,Children's fiction,Family life, fiction,Brothers and sisters, fiction,United states, fiction,Accessible book,Protected DAISY",Sonia Levitin
/subjects/picture_books,picture books,subject,The First Hippo on the Moon,1,"Children's fiction,Hippopotamus, fiction,Picture books,Space flight,Juvenile fiction,Hippopotamus,Accessible book,Protected DAISY",David Walliams
/subjects/picture_books,picture books,subject,I Love My Grandad Board Book,1,"Children's fiction,Stories in rhyme,Picture books",Emma Dodd (illustrator) Giles Andreae
/subjects/picture_books,picture books,subject,Ladybug (Starting Life),1,"Insects, juvenile literature,Ladybugs,Picture books,Juvenile literature,Development",Claire Llewellyn
/subjects/picture_books,picture books,subject,The goose who wrote a book,1,"Fiction,Authorship,Geese,Juvenile fiction,Picture books,Children's fiction,Geese, fiction,Accessible book,Protected DAISY",Judy Delton
/subjects/picture_books,picture books,subject,My mom made me go to camp,1,"Camps,Fiction,Picture books,Accessible book,Protected DAISY",Judy Delton
/subjects/picture_books,picture books,subject,Dog & Friends: Busy Day,1,"Children's fiction,Picture books,Toy and movable books",Emma Dodd
/subjects/picture_books,picture books,subject,"Beep, Beep, Maisy!",1,"Juvenile fiction,Transportation,Children's fiction,Maisy (fictitious character : cousins), fiction,Picture books,Toy and movable books",Lucy Cousins
/subjects/picture_books,picture books,subject,Red and Lulu,1,"Birds,Rockefeller Center,Christmas trees,Juvenile fiction,Cardinals (Birds),Cardinals,Fiction,Christmas stories,Christmas,Children's fiction,Birds, fiction,Picture books,Christmas, fiction",Matt Tavares
/subjects/picture_books,picture books,subject,3 sui hai zi de shu xue tu hua shu,1,"Shape,Counting,Picture books,Fiction",
/subjects/picture_books,picture books,subject,5 sui hai zi de shu xue tu hua shu,1,"Shape,Picture books,Measurement,Color,Counting,Fiction",
/subjects/picture_books,picture books,subject,Mommy Mine,1,"Animals,Picture books,Infancy,Juvenile fiction,Animal babies,Fiction,Stories in rhyme,Mother-child relationship,Mother and child,Accessible book,Protected DAISY",Tim Warnes
/subjects/picture_books,picture books,subject,Teddybear Blue,1,"Teddy bears, fiction,Children's fiction,Teddy bears,Juvenile poetry,Pictorial works,Juvenile fiction,Picture books,Accessible book,Protected DAISY",Malachy Doyle
/subjects/picture_books,picture books,subject,One Spring Lamb,1,"Stories in rhyme,Easter stories,Spring,Juvenile fiction,Counting,Lambs,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Anne Vittur Kennedy
/subjects/picture_books,picture books,subject,"Mary Poppins Up, Up and Away",1,"Children's fiction,Poppins, mary (fictitious character), fiction,Stories in rhyme,England, fiction,Picture books",Hélène Druvert
/subjects/picture_books,picture books,subject,In the Woods,1,"Children's fiction,Picture books",Thereza Rowe
/subjects/picture_books,picture books,subject,What's inside?: See-through pages and magic surprises!,1,"Science,Science, juvenile literature,Student activities,Creative activities and seat work,Picture books,Curiosities and wonders,Juvenile literature",OKIDO
/subjects/picture_books,picture books,subject,Dot to Dot,1,"Children's fiction,Picture books,Birthdays, fiction,Birthdays,Juvenile fiction,Grandmothers,Picture books for children",Malcolm Cossons
/subjects/picture_books,picture books,subject,Leave It to Minnie,1,"Stories in rhyme,Play,Picture books,Juvenile fiction,Monkeys,Cumulative tales,Fiction,Accessible book,Protected DAISY",Rita Golden Gelman
/subjects/picture_books,picture books,subject,Caterpillar,1,"Specimens,Caterpillars,Toy and movable books,Fiction,Children's fiction,Caterpillars, fiction,Picture books",
/subjects/picture_books,picture books,subject,I am running away today,1,"Moving, Household,Cats,Household Moving,Fiction,Donna Harsh Collection,Picture books,Accessible book,Protected DAISY",Lisa Desimini
/subjects/picture_books,picture books,subject,Adele and Simon,1,"look and find,picture books,picture puzzles,Lost and found possessions,Fiction,juvenile literature,Brothers and sisters,Juvenile fiction,Lost articles,Children's fiction,Brothers and sisters, fiction,Accessible book,Protected DAISY",Barbara McClintock
/subjects/picture_books,picture books,subject,Eight wild nights,1,"Stories in rhyme,Humorous stories,Fiction,Hanukkah,Hanukkah stories,Picture books,Children's fiction,Hanukkah, fiction,Accessible book,Protected DAISY",Brian P. Cleary
/subjects/picture_books,picture books,subject,Fly Guy and the Alienzz (Fly Guy #18),1,"Motion pictures,Flies,Humorous stories,Extraterrestrial beings,Juvenile fiction,Fiction,Imagination,Production and direction,Children's fiction,Extraterrestrial beings, fiction,Motion pictures, fiction,Imagination, fiction,Picture books,Insects, fiction",Tedd Arnold
/subjects/picture_books,picture books,subject,I Love My Robot (Love Meez #4),1,"Children's fiction,Picture books",Caroline Jayne Church
/subjects/picture_books,picture books,subject,The Bunny Hop (Sesame Street) (Little Golden Book),1,"Easter,Stories in rhyme,Rabbits,Juvenile literature,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Sarah Albee
/subjects/picture_books,picture books,subject,Shota and the star quilt,1,"Texts,Lakota dialect,Picture books for children,Picture books,Children's fiction,Adventure and adventurers, fiction",Margaret Bateson-Hill
/subjects/picture_books,picture books,subject,NOAHS ARK ANIMAL ABCS,1,"English language, alphabet, juvenile literature,Alphabet books,Animals, juvenile literature,Animals,Picture books,Toy and movable books",Angelika Scudamore
/subjects/picture_books,picture books,subject,GOD MADE THE WORLD WITH CLIVE & IAN,1,"Creation,Creation, juvenile literature,Toy and movable books,Picture books",Hannah C. Hall
/subjects/picture_books,picture books,subject,My dog spot,1,"Juvenile fiction,Human-animal relationships,Dogs,Children's fiction,Dogs, fiction,Human-animal relationships, fiction,Picture books",Jack E. Levin
/subjects/picture_books,picture books,subject,Sonic the Hedgehog/ Mega Man worlds unite,1,"Comic books, strips,Superheroes,Good and evil,Children's fiction,Cartoons and comics,Picture books",Ian Flynn
/subjects/picture_books,picture books,subject,Zapata,1,"Colores,Color,Spanish language materials,Board books,Colors,Literatura juvenil,Juvenile literature,Bilingual books,Color, juvenile literature,Toy and movable books,Picture books",Patty Rodríguez
/subjects/picture_books,picture books,subject,Lucha libre,1,"Anatomía,Spanish language materials,Español,Materiales en español,Vocabulario,Bilingual,Human body,Juvenile literature,Human anatomy,Literatura juvenil,Vocabulary,Bilingüe,Board books,Spanish language,Anatomy,Libros de cartón,Anatomy, juvenile literature,Picture books,Human anatomy, juvenile literature,Toy and movable books,Accessible book,Protected DAISY",Patty Rodríguez
/subjects/picture_books,picture books,subject,Guadalupe,1,"Our Lady of Guadalupe,Guadalupe, Nuestra Señora de,Vocabulary,Spanish language materials,Board books,Vocabulario,Literatura juvenil,Libros bilingües,Juvenile literature,Bilingual,Vocabulary, juvenile literature,Spanish language,Spanish language, juvenile literature,Picture books",Patty Rodríguez
/subjects/picture_books,picture books,subject,Solar System,1,"Solar system,Solar system, juvenile literature,Picture books",Jill McDonald
/subjects/picture_books,picture books,subject,Peppa Pig: Peppa Goes Skiing,1,"Pictorial worksJuvenile fiction,Peppa Pig (Fictitious character),Snow - Juvenile fiction,Juvenile fiction,Skiing - Juvenile fiction,Pictorial works,Peppa Pig (Fictitious character) - Juvenile fiction,Children's fiction,Pigs, fiction,Picture books,Accessible book,Protected DAISY",Nicholson S.
/subjects/picture_books,picture books,subject,BEST BUNNY BOOK EVER,1,"Juvenile fiction,Rabbits,Fiction,Children's fiction,Picture books,Accessible book,Protected DAISY",Richard Scarry
/subjects/picture_books,picture books,subject,Allie's Basketball Dream,1,"Basketball,Picture books,Juvenile fiction,Perseverance (Ethics),Perseverence (Ethics),Pictorial works,Fiction,Children's fiction,Girls, fiction,Basketball, fiction,African americans, fiction,Accessible book,Protected DAISY",Barbara E Barber
/subjects/picture_books,picture books,subject,My First Christmas Activity Book,1,"Handicraft,Handicraft, juvenile literature,Picture books,Christmas,Christmas, juvenile literature,Drawing,Drawing, juvenile literature",Sam Taplin
/subjects/picture_books,picture books,subject,"Build, dogs, build",1,"Dogs,Juvenile fiction,Construction projects,Construction equipment,Children's fiction,Picture books","Horvath, James (Cartoonist)"
/subjects/picture_books,picture books,subject,Stanley's store,1,"Retail Stores,Grocery trade,Juvenile fiction,Hamsters,Rodents,Children's fiction,Picture books",William Bee
/subjects/picture_books,picture books,subject,"Hello, baby!",1,"Juvenile fiction,Animals,Infancy,Children's fiction,Picture books",Sterling Sterling Children's
/subjects/picture_books,picture books,subject,Where monsters live,1,"Picture books,Gods,Juvenile fiction,Quests (Expeditions),Sea stories,Adventure stories,Islands,Monsters",Steve Behling
/subjects/picture_books,picture books,subject,Moana and the ocean,1,"Young women,Fiction,Girls,Friendship,Ocean,Children's fiction,Picture books","Knowles, Heather (Editor for Walt Disney Company)"
/subjects/picture_books,picture books,subject,The case of the stinky stench,1,"Food,Friendship,Juvenile fiction,Pancakes, waffles,Fiction,Stories in rhyme,Odors,Refrigerators,Smell,Odor,Children's fiction,Picture books",Josh Funk
/subjects/picture_books,picture books,subject,Move it!,1,"Imagination,Juvenile fiction,Animals,Play,Exercise,Children's fiction,Toy and movable books,Picture books,Accessible book,Protected DAISY",Sterling Sterling Children's
/subjects/picture_books,picture books,subject,Be quiet!,1,"Juvenile fiction,Noise,Animals,Mice,Picture books,Children's fiction,Animals, fiction,Books, fiction,Noise, fiction,Humorous stories",Ryan T. Higgins
/subjects/picture_books,picture books,subject,Mud Puddle (Munsch for Kids),1,"Mud,Picture books,Baths,Juvenile fiction,Picture books for children,Fiction,Accessible book,Protected DAISY",Robert N. Munsch
/subjects/picture_books,picture books,subject,Amazing Machines First Concepts: Opposites,1,"English language, synonyms and antonyms,English language, synonyms and antonyms, juvenile literature,Vehicles,Vehicles, juvenile literature,Picture books",Tony Mitton
/subjects/picture_books,picture books,subject,Foxy and Egg,1,"Children's fiction,Picture books,Foxes,Children's picture books,Eggs,Truth,Accessible book,Protected DAISY",Alex T Smith
/subjects/picture_books,picture books,subject,The Liszts,1,"Juvenile fiction,Planning,Picture books,Lists,Children's fiction",Kyo Maclear
/subjects/picture_books,picture books,subject,Love is a truck,1,"Stories in rhyme,Board books,Trucks,Fiction,Children's fiction,Trucks, fiction,Toy and movable books,Picture books",Amy Novesky
/subjects/picture_books,picture books,subject,Counting,1,"Counting,Juvenile literature,Counting books,Counting, juvenile literature,Picture books",Fleur Star
/subjects/picture_books,picture books,subject,Bus,1,"Stories in rhyme,Buses,Board books,City and town life,Fiction,Children's fiction,Picture books,Buses, fiction",Chris L. Demarest
/subjects/picture_books,picture books,subject,Ollie & Moon in Paris,1,"Best friends,Juvenile fiction,Friendship,Surprise,Children's fiction,Paris (france), fiction,Picture books",Diane Kredensor
/subjects/picture_books,picture books,subject,Train,1,"Stories in rhyme,Railroad trains,Board books,Fiction,Children's fiction,Railroads, fiction,Toy and movable books,Picture books",Chris L. Demarest
/subjects/picture_books,picture books,subject,A Storyteller Book: Peter Pan,1,"Children's fiction,Peter pan (fictitious character), fiction,Never-never land (imaginary place), fiction,Picture books",J.M. Barrie
/subjects/picture_books,picture books,subject,Curious George Discovers Germs (Science Storybook),1,"Children's fiction,Curious george (fictitious character), fiction,Monkeys, fiction,Picture books,JUVENILE NONFICTION,JUVENILE FICTION,Curious George (Fictitious character),Science & Technology,Curious George (Fictional character),Fiction,Sick,Cold (Disease),Microorganisms,Juvenile works,Juvenile fiction,Health & Daily Living,Monkeys,Diseases, Illnesses & Injuries,Bacteria,Media Tie-In,Accessible book,Protected DAISY",H. A. Rey
/subjects/picture_books,picture books,subject,Curious George Discovers the Rainbow (Science Storybook),1,"Children's fiction,Curious george (fictitious character), fiction,Picture books,Monkeys, fiction",H. A. Rey
/subjects/picture_books,picture books,subject,Where is Curious George? Around the Town: A Look-and-Find Book,1,"Puzzles,Puzzles, juvenile literature,Picture books",H. A. Rey
/subjects/picture_books,picture books,subject,"Aquatic adventurers, unite!",1,"Marine animals,Superheroes,Comic books, strips,Children's fiction,Spongebob squarepants (fictitious character), fiction,Cartoons and comics,Picture books",Derek Drymon
/subjects/picture_books,picture books,subject,Animus,1,"Children and animals,Juvenile fiction,Friendship,Toy and movable books,Dogs, fiction,Children's fiction,Picture books","Seonna Hong, Shenne Hahn"
/subjects/picture_books,picture books,subject,Silly sea stories,1,"Marine animals,Cartoon and comics,Comic books, strips,Children's fiction,Spongebob squarepants (fictitious character), fiction,Cartoons and comics,Picture books",Stephen Hillenburg
/subjects/picture_books,picture books,subject,"April fools', Mr. Todd!",1,"Picture books,Juvenile fiction,Birthdays,April Fool's Day,Fiction,Readers (Elementary),April Fools' Day,Schools,Tricks",Megan McDonald
/subjects/picture_books,picture books,subject,Niko draws a feeling,1,"Juvenile fiction,Drawing,Fiction,Children's fiction,Drawing, fiction,picture books,juvenile literature,children's stories,art,abstract art",Bob Raczka
/subjects/picture_books,picture books,subject,If I were a kangaroo,1,"Stories in rhyme,Animals,Bedtime,Infancy,Juvenile fiction,Mother and child,Children's fiction,Picture books",Mylisa Larsen
/subjects/picture_books,picture books,subject,Where's Wally? The Fantastic Journey,1,"Time travel,Picture books,Picture puzzles,Juvenile literature,Pictorial works,Fiction,Accessible book,Protected DAISY",Martin Handford
/subjects/picture_books,picture books,subject,Richard Scarry's What Do People Do All Day? (Richard Scarry's Busy World),1,"Occupations,Occupations, juvenile literature,Picture books",Richard Scarry
/subjects/picture_books,picture books,subject,Diez princesitas,1,"Libros ilustrados para niños,Picture books,Counting,Juvenile fiction,Princesas,Ficcion juvenil,Princesses,Contar (Enumerar),Fiction,Picture books for children",Michael Brownlow
/subjects/picture_books,picture books,subject,Crunch,1,"Food,Guinea pigs,Juvenile fiction,Sharing,Mice,Friendship,Picture books,Accessible book,Protected DAISY",Carolina Rabei
/subjects/picture_books,picture books,subject,You are my best friend,1,"Dinosaurs,Tyrannosaurus rex,Picture books,Elasmosaurus,Juvenile fiction,Styracosaurus,Friendship",Tatsuya Miyanishi
/subjects/picture_books,picture books,subject,An armadillo in New York,1,"Juvenile fiction,Armadillos,Statue of Liberty (New York, N.Y.),Children's fiction,New york (n.y.), fiction,Picture books",Julie Kraulis
/subjects/picture_books,picture books,subject,Giving thanks,1,"Gratitude,Juvenile literature,Conduct of life,Emotions,Emotions, juvenile literature,Picture books",Ellen Surrey
/subjects/picture_books,picture books,subject,Charlie Piechart and the case of the missing hat,1,"Fractions,Juvenile fiction,Detective and mystery stories,Hats,Picture books",Eric Comstock
